Artus;Artúr
konungr;konungur
var;var
hinn;hinn
frægasti;frægasti
höfðingi;höfðingi
at;að
hverskonar;hverskonar
frœkleik;frækleik
ok;og
allskonar;allskonar
drengskap;dregskap
ok;og
kurteisi;kurteisi
með;með
fullkomnu;fullkomnu
huggœði;huggæði
ok;og
vinsælasta;vinsælasta
mildleik;mildleik
,;,
svá;svo
at;að
fullkomliga;fullkomlega
varð;varð
eigi;eigi
frægari;frægari
ok;og
vinsælli;vinsælli
höfðingi;höfðingi
um;um
hans;hans
daga;daga
í;í
heiminum;heiminum
.;.
Var;Var
hann;hann
hinn;hinn
vaskasti;vaskasti
at;að
vápnum;vopnum
,;,
hinn;hinn
mildasti;mildasti
at;að
gjöfum;gjöfum
,;,
blíðasti;blíðasti
í;í
orðum;orðum
,;,
hagráðasti;hagráðasti
í;í
ráðagörðum;ráðagjörðum
,;,
hinn;hinn
góðgjarnasti;góðgjarnasti
í;í
miskunnsemd;miskunnsemd
,;,
hinn;hinn
siðugasti;siðugasti
í;í
góðum;góðum
meðferðum;meðferðum
,;,
hinn;hinn
tíguligasti;tígulegasti
í;í
öllum;öllum
konungligum;konunglegum
stjórnum;stjórnum
,;,
guðhræddr;guðhræddur
í;í
verkum;verkum
,;,
mjúklyndr;mjúklyndur
góðum;góðum
,;,
harðr;harður
illum;illum
,;,
miskunnsamr;miskunnsamur
þurftugum;þurftugum
,;,
beinisamr;beinisamur
bjóðöndum;bjóðendum
,;,
svá;svo
fullkominn;fullkominn
í;í
öllum;öllum
höfðingskap;höfðingskap
,;,
at;að
engi;enginn
illgirnd;illgirnd
nè;né
öfund;öfund
var;var
með;með
hánum;honum
ok;og
engi;enginn
kunni;kunni
at;að
telja;telja
lofsfullri;lofsfullri
tungu;tungu
virðuligan;virðulegan
göfugleik;göfugleik
ok;og
sœmd;sæmd
ríkis;ríkis
hans;hans
.;.
Þat;Það
vátta;votta
hánum;honum
sannar;sannar
sögur;sögur
ok;og
margskonar;margskonar
góð;góð
frœði;fræði
,;,
er;er
gör;gerð
váru;voru
af;af
dýrúm;dýrum
klerkum;klerkum
um;um
mart;margt
hans;hans
athæfi;athæfi
ok;og
stundum;stundum
um;um
margfaldliga;margfaldlega
atburði;atburði
fagra;fagra
,;,
er;er
með;með
margföldum;margföldum
háttum;háttum
görðust;gerðust
innan;innan
hirðar;hirðar
hans;hans
ok;og
víða;víða
um;um
hans;hans
ríki;ríki
,;,
stundum;stundum
um;um
hrausta;hrausta
riddaraskapi;riddaraskapi
,;,
stundum;stundum
um;um
aðra;aðra
kynliga;kynlega
hluti;hluti
.;.
Nú;Nú
segir;segir
þessi;þessi
bók;bók
frá;frá
einum;einum
kynligum;kynlegum
ok;og
gamansamligum;gamansamlegum
atburð;atburð
,;,
er;er
görðist;gerðist
innan;innan
hirðar;hirðar
hins;hins
dýrliga;dýrðlega
ok;og
hins;hins
fræga;fræga
Artus;Artúrs
konungs;konungs
,;,
er;er
hafði;hafði
allt;allt
England;England
ok;og
Bretland;Bretland
frjálst;frjálst
undir;undir
sik;sig
.;.
Enn;En
þvílík;þvílík
sannendi;sannindi
,;,
sem;sem
valskan;valskan
sýndi;sýndi
mèr;mér
,;,
þá;þá
norrœna;norræna
ek;ég
yðr;yður
áheyröndum;áheyrendum
til;til
gamans;gamans
ok;og
skemmtanar;skemmtunar
,;,
svá;svo
sem;sem
virðuligr;virðulegur
Hákon;Hákon
konungr;konungur
,;,
son;sonur
Hákonar;Hákonar
konungs;konungs
,;,
bauð;bauð
fákunnugleik;fákunnugleik
mínum;mínum
at;að
göra;gera
nökkut;nokkuð
gaman;gaman
af;af
þessu;þessu
eptir;eftir
fylgjanda;fylgjandi
efni;efni
.;.
