Lét;Lét
hann;hann
þar;þar
eftir;eftir
hafra;hafra
ok;og
byrjaði;byrjaði
ferðina;ferðina
austr;austur
í;í
Jötunheima;Jötunheima
ok;og
allt;allt
til;til
hafsins;hafsins
,;,
ok;og
þá;þá
fór;fór
hann;hann
út;út
yfir;yfir
hafit;hafði
þat;það
it;hið
djúpa;djúpa
.;.
En;En
er;er
hann;hann
kom;kom
til;til
lands;lands
,;,
þá;þá
gekk;gekk
hann;hann
upp;upp
ok;og
með;með
honum;honum
Loki;Loki
ok;og
Þjálfi;Þjálfi
ok;og
Röskva;Röskva
.;.
Þá;Þá
er;er
þau;þau
höfðu;höfðu
litla;litla
hríð;hríð
gengit;gengið
,;,
varð;varð
fyrir;fyrir
þeim;þeim
mörk;mörk
stór;stór
.;.
Gengu;Gengu
þau;þau
þann;þann
dag;dag
allan;allan
til;til
myrkurs;myrkurs
.;.
Þjálfi;Þjálfi
var;var
allra;allra
manna;manna
fóthvatastr;fóthvatastur
.;.
Hann;Hann
bar;bar
kýl;kýl
Þórs;Þórs
,;,
en;en
til;til
vista;vista
var;var
eigi;eigi
gott;gott
.;.
Þá;Þá
er;er
myrkt;myrkt
var;var
orðit;orðið
,;,
leituðu;leituðu
þeir;þeir
sér;sér
náttstaðar;náttstaðar
ok;og
fundu;fundu
fyrir;fyrir
sér;sér
skála;skála
nokkurn;nokkurn
mjök;mjög
mikinn;mikinn
.;.
Váru;Voru
dyrr;dyr
á;á
enda;enda
ok;og
jafnbreiðar;jafnbreiðar
skálanum;skálanum
.;.
Þar;Þar
leituðu;leituðu
þeir;þeir
sér;sér
náttbóls;náttbóls
.;.
En;En
of;of
miðja;miðja
nótt;nótt
varð;varð
landskjálfti;landskjálfti
mikill;mikill
.;.
Gekk;Gekk
jörðin;jörðin
undir;undir
þeim;þeim
skykkjum;skykkjum
,;,
ok;og
skalf;skalf
húsit;húsið
.;.
Þá;Þá
stóð;stóð
Þórr;Þór
upp;upp
ok;og
hét;hét
á;á
lagsmenn;lagsmenn
sína;sína
,;,
ok;og
leituðust;leituðust
fyrir;fyrir
ok;og
fundu;fundu
afhús;afhús
til;til
hægri;hægri
handar;handar
í;í
miðjum;miðjum
skálanum;skálanum
ok;og
gengu;gengu
þannig;þannig
.;.
Settist;Settist
Þórr;Þór
í;í
dyrrnar;dyrnar
,;,
en;en
önnur;önnur
þau;þau
váru;voru
innar;innar
frá;frá
honum;honum
,;,
ok;og
váru;voru
þau;þau
hrædd;hrædd
,;,
en;en
Þórr;Þór
helt;hélt
hamarskaftinu;hamarskaftinu
ok;og
hugði;hugði
at;að
verja;verja
sik;sig
.;.
Þá;Þá
heyrðu;heyrðu
þau;þau
ym;ym
mikinn;mikinn
ok;og
gný;gný
.;.
En;En
er;er
kom;kom
at;að
dagan;dögun
,;,
þá;þá
gekk;gekk
Þórr;Þór
út;út
ok;og
sér;sér
mann;mann
,;,
hvar;hvar
lá;lá
skammt;skammt
frá;frá
honum;honum
í;í
skóginum;skóginum
,;,
ok;og
var;var
sá;sá
eigi;eigi
lítill;lítill
.;.
Hann;Hann
svaf;svaf
ok;og
hraut;hraut
sterkliga;sterklega
.;.
Þá;Þá
þóttist;þóttist
Þórr;Þór
skilja;skilja
,;,
hvat;hvað
látum;látum
verit;verið
hafði;hafði
of;of
nóttina;nóttina
.;.
Hann;Hann
spennir;spennir
sik;sig
megingjörðum;megingjörðum
,;,
ok;og
óx;óx
honum;honum
ásmegin;ásmegin
.;.
Ok;Og
í;í
því;því
bili;bili
vaknar;vaknar
sá;sá
maðr;maður
ok;og
stóð;stóð
skjótt;skjótt
upp;upp
,;,
en;en
þá;þá
er;er
sagt;sagt
,;,
at;að
Þór;Þór
varð;varð
bilt;bilt
einu;einu
sinni;sinni
at;að
slá;sló
hann;hann
með;með
hamrinum;hamrinum
ok;og
spurði;spurði
hann;hann
at;að
nafni;nafni
.;.
En;En
sá;sá
nefndist;nefndist
Skrýmir;Skrýmir
,;,
-;-
en;en
eigi;eigi
þarf;þarf
ek;ég
,;,
sagði;sagði
hann;hann
,;,
at;að
spyrja;spyrja
þik;þig
at;að
nafni;nafni
.;.
Kenni;Kenni
ek;ég
,;,
at;að
þú;þú
ert;ert
Ása;Ása
-;-
þórr;þórr
.;.
En;En
hvárt;hvort
hefir;hefur
þú;þú
dregit;dregið
á;á
braut;braut
hanzka;hanska
minn;minn
?;?
Seildist;Seildist
þá;þá
Skrýmir;Skrýmir
til;til
ok;og
tók;tók
hanskann;hanskann
.;.
Sér;Sér
Þór;Þórr
þá;þá
,;,
að;að
það;það
hafði;hafði
hann;hann
haft;haft
of;of
nóttina;nóttina
fyrir;fyrir
skála;skála
,;,
en;en
afhúsit;afhúsið
þat;það
var;var
þumlungrinn;þumlungurinn
hanzkans;hanskans
.;.
Skrýmir;Skrýmir
spurði;spurði
,;,
ef;ef
Þórr;Þór
vildi;vildi
hafa;hafa
föruneyti;föruneyti
hans;hans
,;,
en;en
Þórr;Þór
játti;játti
því;því
.;.
Þá;Þá
tók;tók
Skrýmir;Skrýmir
ok;og
leysti;leysti
nestbagga;nestbagga
sinn;sinn
ok;og
bjóst;bjóst
til;til
at;að
eta;eta
dögurð;dögurð
,;,
en;en
Þórr;Þór
í;í
öðrum;öðrum
stað;stað
ok;og
hans;hans
félagar;félagar
.;.
Skrýmir;Skrýmir
bauð;bauð
þá;þá
,;,
at;að
þeir;þeir
legðu;legðu
mötuneyti;mötuneyti
sitt;sitt
,;,
en;en
Þórr;Þórr
játti;játti
því;því
.;.
Þá;Þá
batt;batt
Skrýmir;Skrýmir
nest;nest
þeira;þeirra
allt;allt
í;í
einn;einn
bagga;bagga
ok;og
lagði;lagði
á;á
bak;bak
sér;sér
.;.
Hann;Hann
gekk;gekk
fyrir;fyrir
of;of
daginn;daginn
ok;og
steig;steig
heldr;heldur
stórum;stórum
,;,
en;en
síð;síð
at;að
kveldi;kveldi
leitaði;leitaði
Skrýmir;Skrýmir
þeim;þeim
náttstaðar;náttstaðar
undir;undir
eik;eik
nökkurri;nokkurri
mikilli;mikilli
.;.
Þá;Þá
mælti;mælti
Skrýmir;Skrýmir
til;til
Þórs;Þórs
,;,
at;að
hann;hann
vill;vill
leggjast;leggjast
niðr;niður
at;at
sofa;sofa
,;,
-;-
en;en
þér;þér
takið;takið
nestbaggan;nestbaggan
ok;og
búið;búið
til;til
nótturðar;nótturðar
yðr;yðar
.;.
Því;Því
næst;næst
sofnar;sofnar
Skrýmir;Skrýmir
ok;og
hraut;hraut
fast;fast
en;en
Þórr;Þór
tók;tók
nestbaggann;nestbaggann
ok;og
skal;skal
leysa;leysa
en;en
svá;svo
er;er
at;að
segja;segja
sem;sem
ótrúligt;ótrúlegt
mun;mun
þykkja;þykja
at;að
engi;engi
knút;knút
fekk;fekk
hann;hann
leyst;leyst
ok;og
engann;engann
álarendann;álarendann
hreyft;hreyft
svá;svo
at;að
þá;þá
væri;væri
lausari;lausari
en;en
áðr;áður
.;.
Ok;Og
er;er
hann;hann
sér;sér
at;at
þetta;þetta
verk;verk
má;má
eigi;eigi
nýtast;nýtast
þá;þá
varð;varð
hann;hann
reiðr;reiður
greip;greip
þá;þá
hamarinn;hamarinn
Mjöllni;Mjöllni
tveim;tveim
höndum;höndum
ok;og
steig;steig
fram;fram
öðrum;öðrum
fæti;fæti
at;að
þar;þar
er;er
Skrýmir;Skrýmir
lá;lá
ok;og
lýstr;lýstur
í;í
höfuð;höfuð
honum;honum
en;en
Skrýmir;Skrýmir
vaknar;vaknar
ok;og
spyrr;spyr
hvárt;hvort
laufsblað;laufsblað
nakkvat;nokkuð
felli;felli
í;í
höfuð;höfuð
honum;honum
eða;eða
hvárt;hvort
þeir;þeir
hafi;hafi
þá;þá
matazt;matast
ok;og
sé;sé
búnir;búnir
til;til
rekkna;rekkna
.;.
Þórr;Þór
segir;segir
at;að
þeir;þeir
munu;munu
þá;þá
sofa;sofa
ganga;ganga
.;.
Ganga;Ganga
þau;þau
þá;þá
undir;undir
aðra;aðra
eik;eik
.;.
Er;Er
þat;það
þér;þér
satt;satt
at;að
segja;segja
at;að
ekki;ekki
var;var
þá;þá
óttalaust;óttalaust
at;að
sofa;sofa
.;.
En;En
at;að
miðri;miðri
nótt;nótt
þá;þá
heyrir;heyrir
Þórr;Þór
at;að
Skrýmir;Skrýmir
hrýtr;hrýtr
ok;og
sefr;sefur
fast;fast
svá;svo
at;að
dunar;dunar
í;í
skóginum;skóginum
.;.
Þá;Þá
stendr;stendr
hann;hann
upp;upp
ok;og
gengr;gengur
til;til
hans;hans
reiðir;reiðir
hamarinn;hamarinn
títt;títt
ok;og
hart;hart
ok;og
lýstr;lýstur
ofan;ofan
í;í
miðjan;miðjan
hvirfil;hvirfil
honum;honum
.;.
Hann;Hann
kennir;kennir
at;að
hamarsmuðrinn;hamarsmunnurinn
sökkr;sekkur
djúpt;djúpt
í;í
höfuðit;höfuðið
.;.
í;í
því;því
bili;bili
vaknar;vaknar
Skrýmir;Skrýmir
ok;og
mælti;mælti
:;:
er;er
nú;nú
?;?
Fell;Féll
akarn;akarn
nökkut;nokkuð
í;í
höfuð;höfuð
mér;mér
eða;eða
hvat;hvað
er;er
títt;títt
um;um
þik;þig
Þórr;Þór
"?""";"?"""
En;En
Þórr;Þór
gekk;gekk
aftr;aftur
skyndiliga;skyndiliga
ok;og
svarar;svarar
at;að
hann;hann
var;var
þá;þá
nývaknaðr;nývaknaður
sagði;sagði
at;að
þá;þá
var;var
mið;mið
nótt;nótt
ok;og
enn;enn
væri;væri
mál;mál
at;at
sofa;sofa
.;.
Þá;Þá
hugsaði;hugsaði
Þórr;Þór
þat;þat
ef;ef
hann;hann
kæmi;kæmi
svá;svo
í;í
færi;færi
at;að
slá;slá
hann;hann
it;hið
þriðja;þriðja
högg;högg
at;að
aldri;aldrei
skyldi;skyldi
hann;hann
sjá;sjá
sik;sig
síðan;síðan
liggr;liggur
nú;nú
ok;og
gætir;gætir
ef;ef
Skrýmir;Skrýmir
sofnaði;sofnaði
enn;enn
fast;fast
.;.
En;En
litlu;litlu
fyrir;fyrir
dagan;dögun
þá;þá
heyrir;heyrir
hann;hann
at;at
Skrýmir;Skrýmir
mun;mun
sofnat;sofnat
hafa;hafa
stendr;stendr
þá;þá
upp;upp
ok;ok
hleypr;hleypr
at;at
honum;honum
reiðir;reiðir
þá;þá
hamarinn;hamarinn
af;af
öllu;öllu
afli;afli
ok;ok
lýstr;lýstr
á;á
þunnvangann;þunnvangann
þann;þann
er;er
upp;upp
vissi;vissi
.;.
Sökkr;Sökkr
þá;þá
hamarrinn;hamarrinn
upp;upp
at;at
skaftinu;skaftinu
.;.
En;En
Skrýmir;Skrýmir
settist;settist
upp;upp
ok;ok
strauk;strauk
of;of
vangann;vangann
ok;ok
mælti;mælti
:;:
munu;munu
fuglar;fuglar
nökkurir;nökkurir
sitja;sitja
í;í
trénu;trénu
yfir;yfir
mér;mér
?;?
Mik;Mik
grunaði;grunaði
er;er
ek;ek
vaknaða;vaknaða
at;at
